090713_SS98BH	0.70283	1.0912	0.020621	124.62
090713_YD55XH	0.61242	0.8619	-0.012455	114.09
090714_EH79FB	0.58388	0.80626	-0.02159	134.98
090714_NV88PB	0.64499	0.91547	-0.014738	182.34
090714_WQ64TK	0.68886	1.071	0.0043059	170.77
090716_DJ35KK	0.77441	1.1018	-0.011603	210.215
090716_DW47FH	0.79373	1.013	-0.0095681	202.32
090716_FQ57UU	0.81831	1.3631	-0.037815	152.285
090716_JP27HU	0.71877	0.96862	-0.0052973	197.695
090716_PT98WU	0.70089	1.0777	-0.031125	154.695
090716_QS89WH	0.6499	0.86124	-0.016066	201.21
090716_RK56EB	0.73223	0.98613	-0.0071206	133.925
090716_TT83FB	0.72908	1.0244	-0.0027602	184.21
090716_TV86QU	0.58039	0.80951	0.052713	62.83
090716_VE66YB	0.74449	0.94908	0.032712	130.815
090716_WB59WH	0.69176	1.2392	-0.039281	193.135
090717_CG66MK	0.73514	1.2874	-0.011592	214.77
090717_XY79MH	0.6926	1.1013	-0.053929	159.14
090718_FJ45CK	0.79809	1.091	-0.022673	129.045
090718_PA44DB	0.68766	0.92472	0.0051919	229.285
090718_RC49CK	0.77047	1.1303	-0.023622	195.565
090718_RS57BK	0.79094	1.1009	-0.005053	204.61
090720_BN53PU	0.57035	0.76018	0.15135	75.80
090720_DX97KH	0.65861	0.98304	0.010394	191.24
090720_GV53TK	0.73815	1.0044	0.042848	116.10
090720_QJ63GK	0.71775	1.0264	-0.038156	232.60
090720_UT93XH	0.73255	1.0638	-0.014872	244.92
090720_VG42CH	0.70327	1.0016	0.040367	152.05
090721_KT67QB	0.45663	0.56006	0.018492	182.88
090721_ZR99UK	0.70429	1.2019	0.012124	221.99
090722_JX68DB	0.66611	0.95843	0.010513	177.15
090722_KC42JU	0.7542	1.2164	-0.035683	147.40
090723_EW66UH	0.67524	0.84043	0.0096461	210.525
090723_JG94MH	0.81389	1.302	-0.040403	190.32
090723_MN72RH	0.77867	1.0858	-0.0014276	196.945
090723_QB44XU	0.73205	1.016	-0.02108	158.4
090723_WS75FU	0.7547	1.1322	-0.02768	176.12
090723_YE36RU	0.69437	0.79541	0.025976	172.555
090724_ZN86HH	0.74044	1.1087	-0.0069447	157.01
090725_NZ59WB	0.79609	1.0692	-0.016789	202.18
090725_PM95TK	0.73492	1.0388	-0.030273	191.31
090725_TV39JB	0.73878	0.99606	0.01599	144.935
090726_PC78CK	0.71366	1.1003	-0.00060493	94.16
090727_DQ77KH	0.73507	1.1315	0.0086235	159.81
090727_GF75XU	0.67565	1.1931	-0.023145	263.95
090727_VP83EU	0.62991	0.90823	-0.014942	135.26
090728_SX69KK	0.67041	0.9416	0.029969	254.35
090728_TH33RK	0.53262	0.77362	0.025223	154.66
090730_HZ37DU	0.61908	1.0029	0.036722	178.59
090730_KW65TU	0.70027	1.2699	-0.015763	147.92
090730_TW37CH	0.58803	0.86356	-0.0060473	110.77
090731_DQ57HH	0.63328	0.95914	0.0012635	120.40
090731_NN64RH	0.6892	0.94651	-0.016858	130.59
090801_DE43PB	0.72871	0.97642	0.013027	221.175
090801_JJ47YK	0.68354	0.73836	0.077767	127.71
090801_KN43WB	0.68169	0.90283	-0.018114	231.02
090801_SK93JK	0.70897	0.8724	0.06312	162.91
090803_JQ96FU	0.61982	0.8145	0.024135	113.01
090803_UW85VH	0.69395	1.0239	0.0092381	150.24
090803_WU79GU	0.67595	1.0042	0.0022547	103.15
090804_GX38EU	0.77631	1.3999	-0.038966	276.91
090804_JP86DH	0.70941	1.1533	0.012842	177.28
090804_WQ26NU	0.64623	0.81959	-0.0058677	270.79
090805_UU53EB	0.64082	0.92813	0.02816	189.86
090805_VG34XU	0.64537	1.2622	-0.035346	166.71
090805_WP49JU	0.55264	0.85277	0.03144	104.71
090805_YF49FH	0.68342	0.96901	-0.022676	154.58
090806_AW59AB	0.76805	1.046	0.0017782	212.345
090806_CM33WH	0.67623	0.87657	-0.022213	196.51
090806_MQ84GK	0.72491	1.0882	0.0072229	237.22
090806_MX73TH	0.78953	1.0618	-0.0095394	174.43
090806_QC79MU	0.76626	1.1657	-0.011021	195.965
090806_SC76HB	0.73145	1.2065	-0.015855	153.64
090806_SV66SU	0.75456	0.95996	0.011478	173.895
090806_TH45NU	0.73098	0.86328	0.0017076	155.1
090806_XC65YH	0.73393	0.98152	-0.012206	185.8
090806_XW83UH	0.7843	0.99867	0.0086219	137.165
090806_YF83JU	0.81309	1.2987	-0.033772	212.505
090806_ZB57PU	0.7593	1.0798	-0.0082791	151.095
090807_HC39QU	0.68274	1.0425	-0.014727	145.21
090807_PN44PU	0.72411	1.3867	0.0029118	139.94
090808_EU77PK	0.78371	1.1176	-0.012731	161.2
090808_GX77DB	0.72795	1.0856	-0.015798	224.48
090808_HP72GB	0.72695	1.1511	-0.036797	138.23
090808_KH58WB	0.68865	0.76958	0.011431	157.55
090810_JF45TU	0.73273	1.1812	-0.038218	232.61
090810_QS86XU	0.69871	1.079	0.031003	265.17
090810_UF35AU	0.69586	0.99373	0.0095646	200.84
090810_VK73HU	0.55562	0.76142	0.046291	192.71
090811_CX52PK	0.72893	1.1097	-0.022735	188.12
090812_BA52TU	0.64256	1.0256	-0.033056	136.57
090812_CX43SB	0.52868	0.66515	0.072292	48.73
090812_RY46XK	0.70397	1.069	-0.0052423	212.06
090813_FQ78NU	0.76152	1.0222	-0.029938	190.035
090813_FS88DU	0.59009	0.90385	-0.02744	112.905
090813_HH39PH	0.77351	1.0324	-0.007804	144.955
090813_MU38ZB	0.72042	1.0166	-0.010586	179.78
090813_NC89VU	0.76545	1.084	-0.019376	178.965
090813_QX35EH	0.72707	1.0999	-0.0013846	167.325
090813_UJ64UH	0.71211	0.85112	0.074627	79.765
090813_VU95BB	0.75054	1.1533	-0.019894	214.27
090813_WB65MU	0.79829	1.0584	0.0038319	165.87
090813_YG83VH	0.71959	0.88251	0.03025	163.21
090813_ZZ43VU	0.72915	1.1054	-0.011104	230.155
090814_PT53EU	0.7238	0.97094	0.0032909	148.16
090814_UG68PH	0.72987	1.0874	-0.026617	176.20
090815_EN97BB	0.68934	0.83333	0.01276	112.56
090815_UP93BK	0.763	1.034	0.0027283	168.895
090815_YY38CB	0.71978	0.84771	0.036841	93.685
090815_YZ44QB	0.78571	1.1531	-0.025346	250.625
090816_QM94TK	0.67004	1.0078	-0.027063	304.36
090817_GU35RH	0.59035	0.98016	0.068329	75.60
090817_NC46KH	0.65632	1.0391	-0.018819	195.41
090817_WV37VH	0.69446	1.0058	-0.012722	127.02
